year	orgnr	organisasjon_navn	medlemmer
"2010"	"990709653"		"—"
"2011"	"990709653"		"—"
"2012"	"990709653"	"The House Of Life, International Deliverance Ministries"	"6"
"2013"	"990709653"		"—"
"2014"	"990709653"		"—"
"2015"	"990709653"	"The House Of Life, International Deliverance Ministries"	"7"
"2016"	"990709653"	"The House Of Life, International Deliverance Ministries"	"7"
"2017"	"990709653"	"The House Of Life, International Deliverance Ministries"	"8"
"2010"	"990734968"	"Stord Islamisk Kultursenter"	"215"
"2011"	"990734968"	"Stord Islamisk Kultursenter"	"230"
"2012"	"990734968"		"—"
"2013"	"990734968"	"Stord Islamisk Kultursenter"	"270"
"2014"	"990734968"	"Stord Islamisk Kultursenter"	"280"
"2015"	"990734968"	"Stord Islamisk Kultursenter"	"334"
"2016"	"990734968"	"Stord Islamisk Kultursenter"	"349"
"2017"	"990734968"	"Stord Islamisk Kultursenter"	"369"
"2010"	"990780781"	"Masjid Nuur"	"102"
"2011"	"990780781"	"Masjid Nuur"	"0"
"2012"	"990780781"	"Masjid Nuur"	"121"
"2013"	"990780781"	"Masjid Nuur"	"108"
"2014"	"990780781"		"—"
"2015"	"990780781"	"Masjid Nuur"	"108"
"2016"	"990780781"	"Masjid Nuur"	"103"
"2017"	"990780781"	"Masjid Nuur"	"103"
"2010"	"990809763"	"Indremisjonskirken Åsane"	"15"
"2011"	"990809763"	"Indremisjonskirken Åsane"	"26"
"2012"	"990809763"	"Indremisjonskirken Åsane"	"27"
"2013"	"990809763"	"Indremisjonskirken Åsane"	"29"
"2014"	"990809763"	"Indremisjonskirken Åsane"	"26"
"2015"	"990809763"	"Indremisjonskirken Åsane"	"28"
"2016"	"990809763"	"Indremisjonskirken Åsane"	"29"
"2017"	"990809763"	"Indremisjonskirken Åsane"	"33"
"2010"	"990819734"	"Afghanske Islamske Kultur og Integrerings Senter i Buskerud"	"354"
"2011"	"990819734"	"Afghanske Islamske Kultur og Integrerings Senter i Buskerud"	"383"
"2012"	"990819734"		"—"
"2013"	"990819734"		"—"
"2014"	"990819734"		"—"
"2015"	"990819734"		"—"
"2016"	"990819734"		"—"
"2017"	"990819734"		"—"
"2010"	"990883092"	"Victorious Faith Ministries International"	"20"
"2011"	"990883092"	"Victorious Faith Ministries International"	"20"
"2012"	"990883092"	"Victorious Faith Ministries International"	"23"
"2013"	"990883092"	"Victorious Faith Ministries International"	"23"
"2014"	"990883092"	"Victorious Faith Ministries International"	"40"
"2015"	"990883092"	"Victorious Faith Ministries International"	"41"
"2016"	"990883092"	"Victorious Faith Ministries International"	"39"
"2017"	"990883092"	"Victorious Faith Ministries International"	"44"
"2010"	"990889880"	"Afghaneres Kulturelle og Islamske Forening i Buskerud"	"395"
"2011"	"990889880"	"Afghaneres Kulturelle og Islamske Forening i Buskerud"	"474"
"2012"	"990889880"	"Afghaneres Kulturelle og Islamske Forening i Buskerud"	"539"
"2013"	"990889880"	"Afghaneres Kulturelle og Islamske Forening i Buskerud"	"517"
"2014"	"990889880"	"Afghaneres Kulturelle og Islamske Forening i Buskerud"	"494"
"2015"	"990889880"	"Afghaneres Kulturelle og Islamske Forening i Buskerud"	"476"
"2016"	"990889880"	"Afghaneres Kulturelle og Islamske Forening i Buskerud"	"374"
"2017"	"990889880"	"Afghaneres Kulturelle og Islamske Forening i Buskerud"	"334"
"2010"	"990946957"	"Hammerfest Islamske Senter"	"176"
"2011"	"990946957"	"Hammerfest Islamske Senter"	"205"
"2012"	"990946957"	"Hammerfest Islamske Senter"	"225"
"2013"	"990946957"	"Hammerfest Islamske Senter"	"297"
"2014"	"990946957"	"Hammerfest Islamske Senter"	"399"
"2015"	"990946957"	"Hammerfest Islamske Senter"	"459"
"2016"	"990946957"	"Hammerfest Islamske Senter"	"610"
"2017"	"990946957"	"Hammerfest Islamske Senter"	"754"
"2010"	"990958335"	"Yari Trossamfunn"	"233"
"2011"	"990958335"	"Yari Trossamfunn"	"236"
"2012"	"990958335"	"Yari Trossamfunn"	"250"
"2013"	"990958335"	"Yari Trossamfunn"	"260"
"2014"	"990958335"	"Yari Trossamfunn"	"258"
"2015"	"990958335"	"Yari Trossamfunn"	"262"
"2016"	"990958335"	"Yari Trossamfunn"	"261"
"2017"	"990958335"		"—"
"2010"	"991231099"	"Det Afganske Kultur og Trosamfunn i Norge"	"38"
"2011"	"991231099"	"Det Afganske Kultur og Trosamfunn i Norge"	"46"
"2012"	"991231099"		"—"
"2013"	"991231099"		"—"
"2014"	"991231099"	"Det Afganske Kultur og Trosamfunn i Norge"	"39"
"2015"	"991231099"		"—"
"2016"	"991231099"	"Det Afganske Kultur og Trosamfunn i Norge"	"40"
"2017"	"991231099"	"Det Afganske Kultur og Trosamfunn i Norge"	"35"
"2010"	"991235701"	"Trønderkirka"	"8"
"2011"	"991235701"	"Trønderkirka"	"14"
"2012"	"991235701"		"—"
"2013"	"991235701"		"—"
"2014"	"991235701"		"—"
"2015"	"991235701"		"—"
"2016"	"991235701"		"—"
"2017"	"991235701"		"—"
"2010"	"991361456"	"Det Evangeliske Trossamfunn - Nasareerens Kirke"	"32"
"2011"	"991361456"	"Det Evangeliske Trossamfunn - Nasareerens Kirke"	"29"
"2012"	"991361456"	"Det Evangeliske Trossamfunn - Nasareerens Kirke"	"25"
"2013"	"991361456"	"Det Evangeliske Trossamfunn - Nasareerens Kirke"	"22"
"2014"	"991361456"	"Det Evangeliske Trossamfunn - Nasareerens Kirke"	"21"
"2015"	"991361456"	"Det Evangeliske Trossamfunn - Nasareerens Kirke"	"30"
"2016"	"991361456"		"—"
"2017"	"991361456"		"—"
"2010"	"991516913"	"Gospelsenteret"	"67"
"2011"	"991516913"	"Gospelsenteret"	"59"
"2012"	"991516913"		"—"
"2013"	"991516913"	"Gospelsenteret"	"43"
"2014"	"991516913"	"Gospelsenteret"	"36"
"2015"	"991516913"	"Gospelsenteret"	"25"
"2016"	"991516913"	"Gospelsenteret"	"19"
"2017"	"991516913"		"—"
"2010"	"991558071"	"Bergen International Ministries"	"41"
"2011"	"991558071"	"Bergen International Ministries"	"63"
"2012"	"991558071"		"—"
"2013"	"991558071"	"Bergen International Ministries"	"75"
"2014"	"991558071"	"Bergen International Ministries"	"78"
"2015"	"991558071"	"Bergen International Ministries"	"79"
"2016"	"991558071"	"Bergen International Ministries"	"79"
"2017"	"991558071"	"Bergen International Ministries"	"86"
"2010"	"991621946"	"Fellesskapskirka"	"30"
"2011"	"991621946"	"Fellesskapskirka"	"22"
"2012"	"991621946"		"—"
"2013"	"991621946"		"—"
"2014"	"991621946"		"—"
"2015"	"991621946"		"—"
"2016"	"991621946"		"—"
"2017"	"991621946"		"—"
"2010"	"991634967"	"Florø Islamisk Kultursenter"	"139"
"2011"	"991634967"	"Florø Islamisk Kultursenter"	"163"
"2012"	"991634967"	"Florø Islamisk Kultursenter"	"0"
"2013"	"991634967"	"Florø Islamisk Kultursenter"	"266"
"2014"	"991634967"	"Florø Islamisk Kultursenter"	"353"
"2015"	"991634967"	"Florø Islamisk Kultursenter"	"432"
"2016"	"991634967"	"Florø Islamisk Kultursenter"	"486"
"2017"	"991634967"	"Florø Islamisk Kultursenter"	"624"
"2010"	"991648372"	"Noor Islamsk Forening"	"282"
"2011"	"991648372"	"Peshawa Tro- og Kultursenter"	"322"
"2012"	"991648372"		"—"
"2013"	"991648372"	"Peshawa Tro- og Kultursenter"	"745"
"2014"	"991648372"	"Peshawa Tro- og Kultursenter"	"962"
"2015"	"991648372"	"Peshawa Tro- og Kultursenter"	"1150"
"2016"	"991648372"	"Peshawa Tro- og Kultursenter"	"1272"
"2017"	"991648372"	"Peshawa Tro- og Kultursenter"	"1344"
"2010"	"991786163"		"—"
"2011"	"991786163"		"—"
"2012"	"991786163"		"—"
"2013"	"991786163"		"—"
"2014"	"991786163"	"Åmli Karen Baptistmenighet"	"0"
"2015"	"991786163"		"—"
"2016"	"991786163"		"—"
"2017"	"991786163"		"—"
"2010"	"991807888"	"Bergen Muslimske Forening"	"226"
"2011"	"991807888"	"Bergen Muslimske Forening"	"211"
"2012"	"991807888"	"Bergen Muslimske Forening"	"144"
"2013"	"991807888"	"Bergen Muslimske Forening"	"308"
"2014"	"991807888"	"Bergen Muslimske Forening"	"252"
"2015"	"991807888"	"Bergen Muslimske Forening"	"360"
"2016"	"991807888"	"Bergen Muslimske Forening"	"451"
"2017"	"991807888"	"Bergen Muslimske Forening"	"461"
"2010"	"991846530"	"Moss Islamik Senter"	"239"
"2011"	"991846530"	"Moss Islamik Senter"	"269"
"2012"	"991846530"	"Moss Islamik Senter"	"280"
"2013"	"991846530"	"Moss Islamik Senter"	"360"
"2014"	"991846530"	"Moss Islamik Senter"	"399"
"2015"	"991846530"	"Moss Islamik Senter"	"447"
"2016"	"991846530"	"Moss Islamik Senter"	"470"
"2017"	"991846530"	"Moss Islamik Senter"	"550"
"2010"	"991865241"	"Reipå Pinsemenighet"	"12"
"2011"	"991865241"	"Reipå Pinsemenighet"	"12"
"2012"	"991865241"	"Reipå Pinsemenighet"	"10"
"2013"	"991865241"	"Reipå Pinsemenighet"	"8"
"2014"	"991865241"	"Reipå Pinsemenighet"	"8"
"2015"	"991865241"	"Reipå Pinsemenighet"	"13"
"2016"	"991865241"	"Reipå Pinsemenighet"	"13"
"2017"	"991865241"	"Reipå Pinsemenighet"	"13"
"2010"	"991872043"	"Ebenezer Evangeliske Kirke"	"59"
"2011"	"991872043"	"Ebenezer Evangeliske Kirke"	"71"
"2012"	"991872043"	"Ebenezer Evangeliske Kirke"	"93"
"2013"	"991872043"	"Ebenezer Evangeliske Kirke"	"123"
"2014"	"991872043"	"Ebenezer Evangeliske Kirke"	"129"
"2015"	"991872043"	"Ebenezer Evangeliske Kirke"	"138"
"2016"	"991872043"	"Ebenezer Evangeliske Kirke"	"135"
"2017"	"991872043"	"Ebenezer Evangeliske Kirke"	"116"
"2010"	"991883908"	"Hønefoss Islamsk Senter"	"143"
"2011"	"991883908"	"Hønefoss Islamsk Senter"	"140"
"2012"	"991883908"	"Hønefoss Islamsk Senter"	"138"
"2013"	"991883908"	"Hønefoss Islamsk Senter"	"142"
"2014"	"991883908"	"Hønefoss Islamsk Senter"	"144"
"2015"	"991883908"	"Hønefoss Islamsk Senter"	"130"
"2016"	"991883908"	"Hønefoss Islamsk Senter"	"159"
"2017"	"991883908"	"Hønefoss Islamsk Senter"	"163"
"2010"	"991916814"	"Jamaacata Ahlisuluuk Walcishqi i Norge"	"117"
"2011"	"991916814"	"Jamaacata Ahlisuluuk Walcishqi i Norge"	"122"
"2012"	"991916814"	"Jamaacata Ahlisuluuk Walcishqi i Norge"	"146"
"2013"	"991916814"	"Jamaacata Ahlisuluuk Walcishqi i Norge"	"222"
"2014"	"991916814"	"Jamaacata Ahlisuluuk Walcishqi i Norge"	"329"
"2015"	"991916814"	"Jamaacata Ahlisuluuk Walcishqi i Norge"	"378"
"2016"	"991916814"	"Jamaacata Ahlisuluuk Walcishqi i Norge"	"324"
"2017"	"991916814"	"Jamaacata Ahlisuluuk Walcishqi i Norge"	"427"
"2010"	"991934561"	"Kurdisk Islamsk Trossamfunn i Sarpsborg"	"415"
"2011"	"991934561"	"Kurdisk Islamsk Trossamfunn i Sarpsborg"	"505"
"2012"	"991934561"	"Kurdisk Islamsk Trossamfunn i Sarpsborg"	"520"
"2013"	"991934561"	"Kurdisk Islamsk Trossamfunn i Sarpsborg"	"550"
"2014"	"991934561"	"Kurdisk Islamsk Trossamfunn i Sarpsborg"	"692"
"2015"	"991934561"	"Kurdisk Islamsk Trossamfunn i Sarpsborg"	"723"
"2016"	"991934561"	"Kurdisk Islamsk Trossamfunn i Sarpsborg"	"752"
"2017"	"991934561"	"Kurdisk Islamsk Trossamfunn i Sarpsborg"	"711"
"2010"	"991972129"		"—"
"2011"	"991972129"	"Geilo Frimenighet"	"10"
"2012"	"991972129"	"Geilo Frimenighet"	"11"
"2013"	"991972129"	"Geilo Frimenighet"	"16"
"2014"	"991972129"	"Geilo Frimenighet"	"17"
"2015"	"991972129"	"Geilo Frimenighet"	"17"
"2016"	"991972129"	"Geilo Frimenighet"	"17"
"2017"	"991972129"		"—"
"2010"	"991975160"	"Den Eritreisk Koptisk Amanuel Kirke i Kristiansand"	"75"
"2011"	"991975160"	"Den Eritreisk Koptisk Amanuel Kirke i Kristiansand"	"127"
"2012"	"991975160"	"Den Eritreisk Koptisk Amanuel Kirke i Kristiansand"	"153"
"2013"	"991975160"	"Den Eritreisk Koptisk Amanuel Kirke i Kristiansand"	"299"
"2014"	"991975160"	"Den Eritreisk Koptisk Amanuel Kirke i Kristiansand"	"451"
"2015"	"991975160"	"Den Eritreisk Koptisk Amanuel Kirke i Kristiansand"	"586"
"2016"	"991975160"	"Den Eritreisk Koptisk Amanuel Kirke i Kristiansand"	"775"
"2017"	"991975160"	"Den Eritreisk Koptisk Amanuel Kirke i Kristiansand"	"892"
"2010"	"992007559"	"Ålesund Vinayagar Tempel"	"60"
"2011"	"992007559"	"Ålesund Vinayagar Tempel"	"85"
"2012"	"992007559"		"—"
"2013"	"992007559"	"Ålesund Hindu Kultur Senter"	"156"
"2014"	"992007559"	"Ålesund Hindu Kultur Senter"	"221"
"2015"	"992007559"	"Ålesund Hindu Kultur Senter"	"272"
"2016"	"992007559"	"Ålesund Hindu Kultur Senter"	"293"
"2017"	"992007559"	"Ålesund Hindu Kultur Senter"	"287"
"2010"	"992010606"	"International Mission The Grace Of God"	"71"
"2011"	"992010606"		"—"
"2012"	"992010606"		"—"
"2013"	"992010606"	"International Mission The Grace Of God"	"100"
"2014"	"992010606"	"International Mission The Grace Of God"	"129"
"2015"	"992010606"	"International Mission The Grace Of God"	"159"
"2016"	"992010606"	"International Mission The Grace Of God"	"161"
"2017"	"992010606"	"International Mission The Grace Of God"	"157"
"2010"	"992041366"	"Nordhordland Bibelsenter"	"115"
"2011"	"992041366"	"Nordhordland Bibelsenter"	"120"
"2012"	"992041366"	"Nordhordland Bibelsenter"	"122"
"2013"	"992041366"	"Nordhordland Bibelsenter"	"129"
"2014"	"992041366"	"Nordhordland Bibelsenter"	"130"
"2015"	"992041366"	"Nordhordland Bibelsenter"	"133"
"2016"	"992041366"	"Nordhordland Bibelsenter"	"139"
"2017"	"992041366"	"Nordhordland Bibelsenter"	"143"
"2010"	"992063068"	"Al-Huda Islamisk Senter"	"677"
"2011"	"992063068"	"Al-Huda Islamisk Senter"	"792"
"2012"	"992063068"	"Al-Huda Islamisk Senter"	"896"
"2013"	"992063068"	"Al-Huda Islamisk Senter"	"879"
"2014"	"992063068"	"Al-Huda Islamisk Senter"	"868"
"2015"	"992063068"	"Al-Huda Islamisk Senter"	"868"
"2016"	"992063068"	"Al-Huda Islamisk Senter"	"977"
"2017"	"992063068"	"Al-Huda Islamisk Senter"	"1048"
"2010"	"992115386"	"Pinsemenigheten Zoar Nappane"	"16"
"2011"	"992115386"		"—"
"2012"	"992115386"		"—"
"2013"	"992115386"		"—"
"2014"	"992115386"	"Pinsemenigheten Zoar Nappane"	"11"
"2015"	"992115386"		"—"
"2016"	"992115386"		"—"
"2017"	"992115386"		"—"
"2010"	"992195401"	"Det Irakiske Kultur og Trossamfunn Alghadeer"	"221"
"2011"	"992195401"	"Det Irakiske Kultur og Trossamfunn Alghadeer"	"262"
"2012"	"992195401"	"Det Irakiske Kultur og Trossamfunn Alghadeer"	"269"
"2013"	"992195401"	"Det Irakiske Kultur og Trossamfunn Alghadeer"	"297"
"2014"	"992195401"	"Asselam Center"	"312"
"2015"	"992195401"	"Asselam Center"	"291"
"2016"	"992195401"	"Asselam Center"	"287"
"2017"	"992195401"	"Asselam Center"	"297"
"2010"	"992324155"	"Norges Hindu Religious Service Senter"	"153"
"2011"	"992324155"	"Norges Hindu Religious Service Senter"	"168"
"2012"	"992324155"	"Norges Hindu Religious Service Senter"	"163"
"2013"	"992324155"	"Norges Hindu Religious Service Senter"	"203"
"2014"	"992324155"	"Norges Hindu Religious Service Senter"	"207"
"2015"	"992324155"	"Norges Hindu Religious Service Senter"	"268"
"2016"	"992324155"	"Norges Hindu Religious Service Senter"	"281"
"2017"	"992324155"	"Norges Hindu Religious Service Senter"	"278"
"2010"	"992368241"	"Hindu Cultural Forum"	"228"
"2011"	"992368241"	"Hindu Cultural Forum"	"234"
"2012"	"992368241"		"—"
"2013"	"992368241"	"Hindu Cultural Forum"	"179"
"2014"	"992368241"	"Hindu Cultural Forum"	"173"
"2015"	"992368241"	"Hindu Cultural Forum"	"169"
"2016"	"992368241"	"Hindu Cultural Forum"	"162"
"2017"	"992368241"	"Hindu Cultural Forum"	"158"
"2010"	"992413441"	"Nichiren Shoshu Norge"	"12"
"2011"	"992413441"	"Nichiren Shoshu Norge"	"11"
"2012"	"992413441"		"—"
"2013"	"992413441"	"Nichiren Shoshu Norge"	"15"
"2014"	"992413441"	"Nichiren Shoshu Norge"	"17"
"2015"	"992413441"	"Nichiren Shoshu Norge"	"17"
"2016"	"992413441"	"Nichiren Shoshu Norge"	"18"
"2017"	"992413441"	"Nichiren Shoshu Norge"	"16"
"2010"	"992432322"		"—"
"2011"	"992432322"		"—"
"2012"	"992432322"	"Uighursk Islamsk Kultursenter"	"415"
"2013"	"992432322"	"Uighursk Islamsk Kultursenter"	"458"
"2014"	"992432322"	"Uighursk Islamsk Kultursenter"	"438"
"2015"	"992432322"	"Uighursk Islamsk Kultursenter"	"454"
"2016"	"992432322"	"Uighursk Islamsk Kultursenter"	"583"
"2017"	"992432322"	"Uighursk Islamsk Kultursenter"	"595"
"2010"	"992445335"		"—"
"2011"	"992445335"	"Det Islamske Trossamfunnet i Namsos"	"139"
"2012"	"992445335"	"Det Islamske Trossamfunnet i Namsos"	"195"
"2013"	"992445335"	"Det Islamske Trossamfunnet i Namsos"	"251"
"2014"	"992445335"	"Det Islamske Trossamfunnet i Namsos"	"286"
"2015"	"992445335"	"Det Islamske Trossamfunnet i Namsos"	"296"
"2016"	"992445335"		"—"
"2017"	"992445335"		"—"
"2010"	"992526637"		"—"
"2011"	"992526637"	"Oslos Saied Alsjohada Hosseinie"	"429"
"2012"	"992526637"	"Oslos Saied Alsjohada Hosseinie"	"528"
"2013"	"992526637"	"Oslos Saied Alsjohada Hosseinie"	"675"
"2014"	"992526637"	"Oslos Saied Alsjohada Hosseinie"	"541"
"2015"	"992526637"	"Oslos Saied Alsjohada Hosseinie"	"881"
"2016"	"992526637"	"Oslos Saied Alsjohada Hosseinie"	"872"
"2017"	"992526637"	"Oslos Saied Alsjohada Hosseinie"	"957"
"2010"	"992527935"	"Den Iranske Evangelisk Lutherske Kirke i Oslo"	"43"
"2011"	"992527935"	"Den Iranske Evangelisk Lutherske Kirke i Oslo"	"59"
"2012"	"992527935"	"Den Iranske Evangelisk Lutherske Kirke i Oslo"	"75"
"2013"	"992527935"	"Den Iranske Evangelisk Lutherske Kirke i Oslo"	"64"
"2014"	"992527935"	"Den Iranske Evangelisk Lutherske Kirke i Oslo"	"70"
"2015"	"992527935"	"Den Iranske Evangelisk Lutherske Kirke i Oslo"	"76"
"2016"	"992527935"	"Den Iranske Evangelisk Lutherske Kirke i Oslo"	"79"
"2017"	"992527935"	"Den Iranske Evangelisk Lutherske Kirke i Oslo"	"85"
"2010"	"992548312"		"—"
"2011"	"992548312"		"—"
"2012"	"992548312"		"—"
"2013"	"992548312"	"Connection Gospel Outreach"	"22"
"2014"	"992548312"	"Connection Gospel Outreach"	"20"
"2015"	"992548312"	"Connection Gospel Outreach"	"26"
"2016"	"992548312"	"Connection Gospel Outreach"	"33"
"2017"	"992548312"	"Connection Gospel Outreach"	"44"
"2010"	"992556803"	"Den Afghanske Moskeen"	"369"
"2011"	"992556803"	"Den Afghanske Moskeen"	"149"
"2012"	"992556803"	"Den Afghanske Moskeen"	"579"
"2013"	"992556803"	"Den Afghanske Moskeen"	"643"
"2014"	"992556803"	"Den Afghanske Moskeen"	"725"
"2015"	"992556803"	"Den Afghanske Moskeen"	"935"
"2016"	"992556803"	"Den Afghanske Moskeen"	"988"
"2017"	"992556803"	"Den Afghanske Moskeen"	"1099"
"2010"	"992641363"	"Overcomers Chapel"	"25"
"2011"	"992641363"	"Overcomers Chapel"	"45"
"2012"	"992641363"	"Overcomers Chapel"	"48"
"2013"	"992641363"	"Overcomers Chapel"	"52"
"2014"	"992641363"	"Overcomers Chapel"	"52"
"2015"	"992641363"	"Overcomers Chapel"	"64"
"2016"	"992641363"	"Overcomers Chapel"	"76"
"2017"	"992641363"	"Overcomers Chapel"	"78"
"2010"	"992730129"	"Hare Krishna Tempelet i Oslo"	"51"
"2011"	"992730129"	"Hare Krishna Tempelet i Oslo"	"75"
"2012"	"992730129"	"Hare Krishna Tempelet i Oslo"	"74"
"2013"	"992730129"	"Hare Krishna Tempelet i Oslo"	"78"
"2014"	"992730129"	"Iskcon Norge"	"90"
"2015"	"992730129"	"Iskcon Norge"	"299"
"2016"	"992730129"	"Iskcon Norge"	"651"
"2017"	"992730129"	"Iskcon Norge"	"985"
"2010"	"992951257"	"Bergen Singh Sabha Gurdwara"	"158"
"2011"	"992951257"	"Bergen Singh Sabha Gurdwara"	"161"
"2012"	"992951257"	"Bergen Singh Sabha Gurdwara"	"168"
"2013"	"992951257"	"Bergen Singh Sabha Gurdwara"	"173"
"2014"	"992951257"	"Bergen Singh Sabha Gurdwara"	"174"
"2015"	"992951257"	"Bergen Singh Sabha Gurdwara"	"184"
"2016"	"992951257"	"Bergen Singh Sabha Gurdwara"	"187"
"2017"	"992951257"	"Bergen Singh Sabha Gurdwara"	"187"
"2010"	"993139270"		"—"
"2011"	"993139270"	"Norway International Fellowship"	"19"
"2012"	"993139270"		"—"
"2013"	"993139270"	"Norway International Fellowship"	"23"
"2014"	"993139270"	"Norway International Fellowship"	"21"
"2015"	"993139270"		"—"
"2016"	"993139270"	"Norway International Fellowship"	"37"
"2017"	"993139270"	"Norway International Fellowship"	"40"
"2010"	"993185604"		"—"
"2011"	"993185604"	"Intro"	"30"
"2012"	"993185604"	"Intro"	"33"
"2013"	"993185604"		"—"
"2014"	"993185604"		"—"
"2015"	"993185604"		"—"
"2016"	"993185604"		"—"
"2017"	"993185604"		"—"
"2010"	"993217646"	"Menigheten 3:16"	"55"
"2011"	"993217646"	"Menigheten 3:16"	"60"
"2012"	"993217646"	"Menigheten 3:16"	"64"
"2013"	"993217646"	"Menigheten 3:16"	"65"
"2014"	"993217646"	"Menigheten 3:16"	"71"
"2015"	"993217646"	"Menigheten 3:16"	"81"
"2016"	"993217646"	"Menigheten 3:16"	"81"
"2017"	"993217646"	"Menigheten 3:16"	"83"
"2010"	"993249025"		"—"
"2011"	"993249025"		"—"
"2012"	"993249025"		"—"
"2013"	"993249025"		"—"
"2014"	"993249025"	"Sarpsborg Somaliske Organisasjon"	"196"
"2015"	"993249025"	"Sarpsborg Somaliske Organisasjon"	"235"
"2016"	"993249025"	"Sarpsborg Somaliske Organisasjon"	"200"
"2017"	"993249025"	"Sarpsborg Somaliske Organisasjon"	"370"
"2010"	"993254738"	"Pinsemenigheten Gilgal Kristiansand"	"41"
"2011"	"993254738"	"Pinsemenigheten Gilgal Kristiansand"	"44"
"2012"	"993254738"	"Pinsemenigheten Gilgal Kristiansand"	"47"
"2013"	"993254738"	"Pinsemenigheten Gilgal Kristiansand"	"57"
"2014"	"993254738"	"Pinsemenigheten Gilgal Kristiansand"	"61"
"2015"	"993254738"	"Pinsemenigheten Gilgal Kristiansand"	"64"
"2016"	"993254738"	"Pinsemenigheten Gilgal Kristiansand"	"76"
"2017"	"993254738"	"Pinsemenigheten Gilgal Kristiansand"	"74"
"2010"	"993310751"	"Den Rumenske Ortodokse Menighet i Oslo de Hellige Martyrer Ioan Romanul og Hallvard"	"138"
"2011"	"993310751"	"Den Rumenske Ortodokse Menighet i Oslo de Hellige Martyrer Ioan Romanul og Hallvard"	"217"
"2012"	"993310751"	"Den Rumenske Ortodokse Menighet i Oslo de Hellige Martyrer Ioan Romanul og Hallvard"	"256"
"2013"	"993310751"	"Den Rumenske Ortodokse Menighet i Oslo de Hellige Martyrer Ioan Romanul og Hallvard"	"297"
"2014"	"993310751"	"Den Rumenske Ortodokse Menighet i Oslo de Hellige Martyrer Ioan Romanul og Hallvard"	"387"
"2015"	"993310751"	"Den Rumenske Ortodokse Menighet i Oslo de Hellige Martyrer Ioan Romanul og Hallvard"	"511"
"2016"	"993310751"	"Den Rumenske Ortodokse Menighet i Oslo de Hellige Martyrer Ioan Romanul og Hallvard"	"629"
"2017"	"993310751"	"Den Rumenske Ortodokse Menighet i Oslo de Hellige Martyrer Ioan Romanul og Hallvard"	"679"
"2010"	"993340790"		"—"
"2011"	"993340790"		"—"
"2012"	"993340790"	"Jesus Power Ministry International"	"33"
"2013"	"993340790"		"—"
"2014"	"993340790"	"Jesus Power Ministry International"	"53"
"2015"	"993340790"	"Jesus Power Ministry International"	"71"
"2016"	"993340790"	"Jesus Power Ministry International"	"73"
"2017"	"993340790"	"Jesus Power Ministry International"	"69"
"2010"	"993456756"	"Igm Bibelsenter"	"48"
"2011"	"993456756"	"Igm Bibelsenter"	"50"
"2012"	"993456756"	"Igm Bibelsenter"	"48"
"2013"	"993456756"	"Igm Bibelsenter"	"48"
"2014"	"993456756"	"Igm Bibelsenter"	"44"
"2015"	"993456756"	"Igm Bibelsenter"	"46"
"2016"	"993456756"	"Igm Bibelsenter"	"43"
"2017"	"993456756"	"Igm Bibelsenter"	"40"
"2010"	"993508608"	"Den Ortodokse Kyrkja i Noreg - Heilage Herman av Alaska Kyrkjelyd"	"13"
"2011"	"993508608"	"Den Ortodokse Kyrkja i Noreg - Heilage Herman av Alaska Kyrkjelyd"	"16"
"2012"	"993508608"	"Den Ortodokse Kyrkja i Noreg - Heilage Herman av Alaska Kyrkjelyd"	"13"
"2013"	"993508608"	"Den Ortodokse Kyrkja i Noreg - Heilage Herman av Alaska Kyrkjelyd"	"16"
"2014"	"993508608"		"—"
"2015"	"993508608"		"—"
"2016"	"993508608"		"—"
"2017"	"993508608"		"—"
"2010"	"993530123"	"Den Rumenske Ortodokse Menighet i Stavanger de Hellige Maria Bebudelse og de Helliger Hierarsker Calinic Fra Cernica og Swithun av Winchester"	"60"
"2011"	"993530123"	"Den Rumenske Ortodokse Menighet i Stavanger de Hellige Maria Bebudelse og de Helliger Hierarsker Calinic Fra Cernica og Swithun av Winchester"	"91"
"2012"	"993530123"	"Den Rumenske Ortodokse Menighet i Stavanger de Hellige Maria Bebudelse og de Helliger Hierarsker Calinic Fra Cernica og Swithun av Winchester"	"114"
"2013"	"993530123"	"Den Rumenske Ortodokse Menighet i Stavanger de Hellige Maria Bebudelse og de Helliger Hierarsker Calinic Fra Cernica og Swithun av Winchester"	"134"
"2014"	"993530123"	"Den Rumenske Ortodokse Menighet i Stavanger de Hellige Maria Bebudelse og de Helliger Hierarsker Calinic Fra Cernica og Swithun av Winchester"	"246"
"2015"	"993530123"	"Den Rumenske Ortodokse Menighet i Stavanger de Hellige Maria Bebudelse og de Helliger Hierarsker Calinic Fra Cernica og Swithun av Winchester"	"211"
"2016"	"993530123"	"Den Rumenske Ortodokse Menighet i Stavanger de Hellige Maria Bebudelse og de Helliger Hierarsker Calinic Fra Cernica og Swithun av Winchester"	"258"
"2017"	"993530123"	"Den Rumenske Ortodokse Menighet i Stavanger de Hellige Maria Bebudelse og de Helliger Hierarsker Calinic Fra Cernica og Swithun av Winchester"	"220"
"2010"	"993543225"	"Waqeffanna Oromo Religion"	"38"
"2011"	"993543225"	"Waqeffanna Oromo Religion"	"39"
"2012"	"993543225"	"Waqeffanna Oromo Religion"	"41"
"2013"	"993543225"	"Waqeffanna Oromo Religion"	"40"
"2014"	"993543225"	"Waqeffanna Oromo Religion"	"41"
